Strike,Date,Village/local area,District,Province,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
AFG346,26/05/2017,Unknown ,Chardara,Kunduz ,US strike ,1,0,0,-,Taliban ,-,Hideout ,1,2,4,13,0,0,0,0,0,0,,,345
AFG347,29/05/2017,Spina Zhai,Nazian ,Nangarhar,US strike ,1,0,0,-,ISIS,-,-,1,1,3,4,0,0,0,0,0,0,,,347
AFG348,30/05/2017,Mullah Qali area,Dasht e Archi,Kunduz ,US strike ,1,0,0,-,Taliban,Early morning,Hideout ,1,1,7,7,0,0,0,0,0,0,,,346
AFG349,31/05/2017,Outskirts of Tarin Kot city,Tarin Kot ,Uruzgan,US strike ,0,0,0,-,Taliban,Late night,-,1,1,25,25,0,0,0,0,20,20,,,348
AFG350,31/05/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,-,-,-,-,388,387,0,0,0,0,0,0,0,0,,,347
AFG351,03/06/2017,Unknown,Achin ,Nangarhar ,US strike ,0,1,1,-,ISIS,-,"""media production hub""",1,1,1,1,0,0,0,0,0,0,,,351
AFG352,08/06/2017,Nargose and Chenar area,Kot ,Nangarhar ,US strike ,0,0,0,-,ISIS,-,-,2,2,10,10,0,0,0,0,0,0,,,349
AFG353,09/06/2017,Loy Bagh ,Nad Ali,Helmand,US strike,0,1,0,-,-,-,-,1,1,2,10,0,0,0,0,0,16,,,350
AFG354,22/06/2017,Unknown,Unknown ,Nangarhar ,US strike ,0,1,1,-,-,-,-,9,9,0,0,0,0,0,0,0,0,,,352
AFG355,29/06/2017,Unknown,Manogi,Kunar,US strike,1,1,0,CT,ISIS,Late night,-,1,1,3,3,0,0,0,0,1,1,,,353
AFG356,29/6/2017,Farooj,Khas,Uruzgan,US strike,1,1,0,SE,Taliban,-,-,1,1,2,4,0,0,0,0,0,3,,,366
AFG357,30/6/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,-,-,-,-,292,292,0,0,0,0,0,0,0,0,,,361
AFG358,01/07/2017,Unknown,Achin,Nangarhar,US strike,1,1,0,"20 SE, 7 FP",IS,-,-,27,27,11,11,0,0,0,0,0,0,,,367
AFG359,01/07/2017,Merkikhel,Sherzad,Nangarhar,US strike,1,1,0,FP,Taliban,2100,Two VBIED,1,1,4,4,0,0,0,0,0,0,,,358
AFG360,02/07/2017,"Ainak, Loykahal, Zhawar Sahib",Nawar,Helmand,US strike,1,1,0,-,Taliban,Night,"18 motorbikes and four cars, or two cars",1,3,1,42,0,0,0,0,0,36,,,360
AFG361,02/07/2017,"Zabar village, Gropshash area",Nad Ali,Helmand,US strike,0,1,0,-,Taliban,Noon,-,1,1,15,15,0,0,0,0,9,9,,,361
AFG362,07/07/2017,Oghz,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,-,-,1,1,14,14,0,0,0,0,11,11,,,364
AFG363,08/07/2017,Mamozo area,Zurmat,Paktia ,US strike,1,0,0,-,-,Night,-,1,1,7,7,0,0,0,0,0,0,,,362
AFG364,08/07/2017,Dawlatzai,Zurmat,Paktia,US strike,0,0,0,-,Taliban,Night,Hit during a clash between ANSF and Taliban ,1,1,7,16,0,1,0,0,0,0,,,364
AFG365,09/07/2017,Amber ,Qaghayio,Laghman,US strike,1,0,0,-,Taliban,-,-,1,1,2,2,0,0,0,0,0,0,,,363
AFG366,11/07/2017,Janat Bagh,Khan Abad,Kunduz ,US strike,0,0,0,-,Taliban,Overnight,Hideout ,1,1,5,5,0,0,0,0,1,1,,,365
AFG367,11/07/2017,Unknown,Unknown,Kunar ,US strike,1,1,0,CT,ISIS,-,ISIS HQ in Kunar,1,1,5,11,0,0,0,0,0,0,,,366
AFG368,14/07/2017,Mashwani,Bati Kot,Nangarhar,US strike,1,0,0,-,Taliban ,Night,Car,1,1,8,8,0,0,0,0,0,0,,,368
AFG369,15/07/2017,Nawa,Nawa district ,Helmand,US strike,0,1,1,-,Taliban,-,-,2,2,0,38,0,0,0,0,0,0,,,369
AFG370,20/07/2017,Unknown,Watapur,Helmand,US strike,1,0,0,-,Taliban,Overnight ,-,1,1,4,4,0,0,0,0,0,0,,,370
AFG371,20/07/2017,Unknown ,Gereshk ,Helmand,US strike,0,1,1,-,-,-,-,10,10,0,0,0,0,0,0,0,0,,,373
AFG372,21/07/2017,Unknown ,Gereshk ,Helmand,US strike,0,1,1,-,Friendly fire ,Afternoon,Compound,1,1,9,16,0,0,0,0,2,2,,,371
AFG373,21/07/2017,Unknown ,Unknown,Helmand,US strike,0,1,1,-,-,-,-,42,42,0,0,0,0,0,0,0,0,,,374
AFG374,23/07/2017, Meyaje Baba,Haska Mena,Nangarhar,US strike,1,0,0,-,ISIS,3pm local time,ISIS fighters,1,1,0,33,0,8,0,2,0,25,,,372
AFG375,31/07/2017,Talona ,Watupur ,Kunar,US strike,1,0,0,-,ISIS,11am local time,ISIS hideout,1,1,7,7,0,0,0,0,0,0,,,375
AFG376,31/07/2017,Unknown,Unknown,Unknown,US strike,0,1,1,"210 SE, 118 FP, 30 CT",-,-,-,263,261,0,0,0,0,0,0,0,0,,,376
AFG377,04/08/2017,Piri,Musa Khil,Khost,US strike,0,0,0,-,Taliban,Late evening ,Taliban hiedout,1,1,50,50,0,0,0,0,3,3,,,378
AFG378,05/08/2017,Aigal area ,Chapa Dara,Kunar ,US strike ,1,0,0,-,ISIS,Night,ISIS hideout ,1,1,3,3,0,0,0,0,0,0,,,377
AFG379,07/08/2017,Unknown ,Gilan ,Ghazni,US strike ,1,0,0,-,Taliban ,Night ,Vehicle ,1,1,2,7,0,0,0,0,0,4,,,379
AFG380,09/08/2017,Masoom area,Alishang district,Laghman,US strike ,1,0,0,-,Taliban ,2100 local time,-,1,1,8,8,0,0,0,0,0,0,,,380
AFG381,10/08/2017,Unknown,Haska Mena,Nangarhar,US strike,0,1,0,-,-,Evening,Vehicle ,1,2,0,21,0,16,0,2,0,3,,,381
AFG382,10/08/2017,Unknown,Darah Ye Pech ,Kunar,US strike ,0,1,1,-,IS-K,-,-,1,1,4,4,0,0,0,0,0,0,,,382
AFG383,11/08/2017,Unknown,Unknown,Maidan Wardak,US strike ,1,0,0,-,-,-,Vehicle and motorcycle/s,1,1,9,9,0,0,0,0,0,0,,,383
AFG384,12/08/2017,Shorshorak,Nawa,Helmand,US strike ,0,0,0,-,-,Night,Car with weapons and explosives,1,1,5,5,0,0,0,0,0,0,,,384
AFG385,16/08/2017,Makrana,Achin,Nangarhar,US strike ,1,0,0,-,IS-K,Late,Hideouts ,1,3,45,54,0,0,0,0,0,0,,,385
AFG386,21/08/2017,Marghi,Achin,Nangarhar,US strike ,1,0,0,-,IS-K,Late,-,1,1,6,6,0,0,0,0,0,0,,,387
AFG387,24/08/2017,Unknown,Shah Walikot,Kandahar,US strike ,0,0,0,-,-,Night,-,1,1,42,42,0,0,0,0,17,17,,,386
AFG388,28/08/2017,"Mamand Dara, Marghay and Owsatkhan",Achin,Nangarhar ,US strike ,1,0,0,-,IS-K,Late,Hideouts,3,3,14,14,0,0,0,0,0,0,,,388
AFG389,30/08/2017,Unknown,Pul e 'Alam ,Logar,US strike ,0,1,1,-,-,Morning,-,1,1,0,32,0,32,0,2,0,12,,,389
AFG390,31/08/2017,Unknown,Unknown,Unknown,US strike ,0,1,1,"17 CT, 60 FP and 310 SE",-,-,-,372,369,0,0,0,0,0,0,0,0,,,390
AFG391,04/09/2017,Jarji village ,Qarabagh ,Kabul,"US strike, possibly helicopter strike",0,1,1,-,-,-,-,1,1,0,2,0,2,0,0,0,3,,,394
AFG392,04/09/2017,Chapa Dara,Manogi,Kunar,US strike ,1,0,0,-,IS-K,Night,Hideouts,1,1,12,12,0,0,0,0,0,0,,,392
AFG393,05/09/2017,Zenikhel,Nadir Shahwali Kot,Khost,US strike ,1,0,0,-,Taliban,Evening ,-,1,1,6,6,0,0,0,0,1,1,,,391
AFG394,09/09/2017,Unknown,Unknown ,Kunar,US strike ,0,0,0,-,-,-,-,1,1,1,1,0,0,0,0,0,0,,,393
AFG395,18/09/2017,Unknown ,Bala Balook,Farah,US strike ,0,0,0,-,Taliban,Afternoon,-,2,2,0,15,0,0,0,0,0,3,,,396
AFG396,20/09/2017,Batash Dari,Nari,Kunar,US strike ,1,0,0,-,IS-K,-,Hideouts,1,1,11,11,0,0,0,0,0,0,,,394
AFG397,21/09/2017,Sawki,Ghazi Abad ,Kunar,US strike ,1,0,0,-,IS-K,-,-,1,1,7,7,0,0,0,0,0,0,,,395
AFG398,24/09/2017,Unknown,Haska Mena,Nangarhar,US strike,1,0,0,-,IS-K,-,Vehicle,1,1,5,5,0,0,0,0,0,0,,,396
AFG399,27/09/2017,Vicinity of Hamid Karzai airport,Kabul ,Kabul ,US strike,0,1,1,-,-,-,-,1,1,0,4,0,0,0,0,5,11,,,396
AFG400,27/09/2017,Unknown ,Haska Mena,Nangarhar,US strike,1,0,0,-,IS-K,Evening ,Group of suspected IS-K,1,1,5,5,0,0,0,0,0,0,,,397
AFG401,29/09/2017,Unknown ,Nazian,Nangarhar,US strike,1,0,0,-,IS-K,Night ,-,1,1,15,15,0,0,0,0,0,0,,,398
AFG402,30/09/2017,Unknown ,Unknown ,Unknown ,US strike,0,1,1,-,-,-,-,200,200,0,0,0,0,0,0,0,0,,,404
AFG403,10/10/2017,Ghol Pala,Raghistan,Badakhshan,US strike,1,0,0,-,-,Night,Hideouts,1,1,0,8,0,0,0,0,0,15,,,399
AFG404,10/10/2017,Unknown,Bati Kot ,Nangarhar ,US strike,1,0,0,-,Taliban ,Night ,-,1,1,2,2,0,0,0,0,0,0,,,400
AFG405,11/10/2017,Unknown,Haska Mena,Nangarhar ,US strike,1,0,0,-,IS-K,-,Hideout,1,1,4,4,0,0,0,0,0,0,,,401
AFG406,11/10/2017,Bokra area,Syed Karim,Paktia,US strike ,0,0,0,-,Taliban,-,Base,1,1,11,11,0,0,0,0,2,2,,,402
AFG407,11/10/2017,Wach Ghrak area,Ahmadabad,Paktia,US strike ,0,0,0,-,-,-,-,1,1,4,4,0,0,0,0,3,3,,,403
AFG408,12/10/2017,Unknown ,Unknown,Kunar,US strike ,1,0,0,-,-,Evening,-,1,1,0,20,0,0,0,0,0,0,,,405
AFG409,16/10/2017,Unknown,Jaji Maydan,Paktia ,US strike ,0,1,1,CT,-,-,-,2,2,0,0,0,0,0,0,0,0,,,406
AFG410,19/10/2017,Unknown,"Maiwand
",Kandahar,US strike ,1,1,1,CT,-,-,-,1,1,0,0,0,0,0,0,0,0,,,407
AFG411,20/10/2017,Mamand,Achin ,Nangarhar ,US strike ,1,0,0,-,IS-K,-,-,1,2,10,10,0,0,0,0,0,0,,,408
AFG412,04/11/2017,Unknown,Chardara ,Kunduz,US strike ,0,0,0,-,-,Morning,-,1,1,10,80,10,55,0,0,0,10,,,409
AFG413,04/11/2017,Unknown,Achin ,Nangarhar ,US strike ,1,0,0,-,IS-K,Evening ,-,1,1,15,15,0,0,0,0,0,0,,,410
AFG414,05/11/2017,Kohsin,Sayed Karam,Paktia,US strike ,1,0,0,-,Taliban,Early morning ,-,1,1,4,4,0,0,0,0,7,7,,,411
AFG415,05/11/2017,Unknown,Sayed Karam,Paktia ,US strike ,1,0,0,-,-,-,-,1,1,4,4,0,0,0,0,0,0,,,412
AFG416,13/11/2017,Mamand Dara,Achin ,Nangarhar ,US strike ,1,0,0,-,IS-K,-,-,1,1,4,4,0,0,0,0,0,0,,,413
AFG417,14/11/2017,Camp Khalid area,Sangin,Helmand,US strike ,0,0,0,-,Taliban,-,Vehicle ,1,1,6,6,0,6,0,0,0,0,,,414
AFG418,19/11/2017,Unknown ,Unknown ,Helmand ,US strike ,0,1,1,-,-,-,Drug labs,8,8,0,0,0,0,0,0,0,0,,,415
AFG419,21/11/2017,Unknown ,Unknown ,Helmand ,US strike ,0,1,1,-,-,Night and morning ,Narcotics market,8,8,0,44,0,0,0,0,0,0,,,416
AFG420,27/11/2017,Sala Kas,Haska Mena,Nangarhar,US strike ,1,0,0,-,-,-,Hideout,1,1,7,7,0,0,0,0,0,0,,,417
AFG421,28/11/2017,Unknown,Azra,Logar,US strike,0,0,0,-,-,1300 local time,Gathering,1,1,7,7,0,0,0,0,0,0,,,421
AFG422,29/11/2017,Mamand Margha,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,-,1,2,8,8,0,0,0,0,0,0,,,418
AFG423,01/12/2017,Wazir Tangi ,Khogyani ,Nangarhar ,US strike ,1,0,0,-,-,-,Compound/Hideout,1,1,4,4,0,0,0,0,8,8,,,419
AFG424,01/12/2017,Unknown,Musa Qala,Helmand ,US strike ,0,1,1,-,Taliban,-,Vehicle ,1,1,5,5,0,0,0,0,0,0,,,422
AFG425,02/12/2017,Unknown,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,-,1,1,8,8,0,0,0,0,0,0,,,420
AFG426,03/12/2017,Peshogan and Abdul Khel areas,Achin,Nangarhar ,US strike ,1,0,0,-,-,-,-,2,2,8,8,0,0,0,0,0,0,,,421
AFG427,04/12/2017,Unknown,Between Musa Qala and Greskh,Helmand ,US strike ,0,0,0,-,Taliban,Late,-,1,1,6,6,0,0,0,0,0,0,,,422
AFG428,05/12/2017,Unknown,Achin,Nangarhar ,US strike ,1,0,0,-,ISIS,-,Hideout,1,1,25,25,0,0,0,0,0,0,,,423
AFG429,07/12/2017,Unknown,Unknown,Helmand ,US strike ,0,1,1,-,Taliban ,-,"""Taliban narcotics production facilities""",3,3,0,0,0,0,0,0,0,0,,,424
AFG430,08/12/2017,Unknown,Unknown,Helmand ,US strike (HIMARS),0,1,1,-,Taliban,-,"""Taliban narcotics production facilities""",1,1,0,0,0,0,0,0,0,0,,,425
AFG431,09/12/2017,Zabzak,Tarin Kot,Uruzgan,US strike ,0,0,0,-,Taliban ,-,-,1,1,8,8,0,0,0,0,3,3,,,426
AFG432,28/12/2017,Unknown,Unknown ,Nangarhar ,US strike ,1,0,0,-,ISIS,-,-,1,1,8,8,0,0,0,0,3,3,,,427
AFG433,30/12/2017,Kas,Deh Bala,Nangarhar,US strike ,1,0,0,-,ISIS,-,Men with horses loaded with weapons,1,1,3,3,0,0,0,0,0,0,,,428
AFG434,11/01/2018,Unknown ,Achin,Nangarhar,US strike ,0,0,0,-,-,-,-,1,1,8,13,0,0,0,0,0,0,,,429
AFG435,14/01/2018,Unknown,Want Waigal,Nuristan,US strike ,1,0,0,-,ISIS,Night,Hideout,1,1,3,3,0,0,0,0,0,0,,,430
AFG436,20/01/2018,Unknown ,Barmal,Paktika,US strike ,0,0,0,-,Taliban,Night ,Hideout,1,1,14,14,0,0,0,0,0,0,,,431
AFG437,20/01/2018,Unknown ,Nika ,Paktika,US strike ,0,0,0,-,Taliban ,Night ,Hideout,1,1,50,50,0,0,0,0,0,0,,,432
AFG438,30/01/2018,Attal,Andar ,Ghazni,US strike ,1,0,0,-,Taliban ,Afternoon ,Meeting ,1,2,26,26,0,0,0,0,20,22,,,433
AFG439,02/02/2018,Unknown,Unknown,Helmand,US strike ,0,1,1,-,Taliban,- ,"""Taliban narcotics factory""",1,1,0,0,0,0,0,0,0,0,,,434
AFG440,04/02/2018,Unknown ,Unknown ,Badakhshan,US strike ,0,1,1,-,Taliban,-,"""Taliban training camp""",1,1,0,0,0,0,0,0,0,0,,,435
AFG441,04/02/2018,Unknown ,Unknown ,Badakhshan,US strike ,0,1,1,-,Taliban,-,"""Taliban training camp""",1,1,0,0,0,0,0,0,0,0,,,436
AFG442,16/02/2018,Degal,Chapa Dara,Kunar ,US strike ,1,0,0,-,ISIS,Late,-,1,1,7,7,0,0,0,0,0,0,,,437